line_no,is_ainu_line,num_tokens,ngram_size,num_ngrams,num_pred_target_ngrams,num_pred_non_target_ngrams,non_target_labels_set,non_target_ngram_samples,text
5916,True,6,2,5,5,0,,,"a= eramusinne wa okay =an, orowano,"
5917,True,6,2,5,5,0,,,"tane poro =an pe ne kusu,"
5918,True,7,2,6,6,0,,,"a= akihi turano ekimne arpa =an w_a,"
5919,True,12,2,11,11,0,,,"yuk ne yakka, isepo ne yakka a= rayke wa ek =an w_a,"
5920,True,7,2,6,6,0,,,a= unuhu a= ere kor okay =an
5921,True,8,2,7,7,0,,,"a= unuhu pirkareska =an kor okay =an ayne,"
5922,True,6,2,5,5,0,,,"tane poro =an pe ne kusu,"
5923,True,10,2,9,9,0,,,"poro kamuy ka a= osikoni ka ki p ne kusu,"
5924,True,6,2,5,5,0,,,"a= unuhu pirka a= reska ki,"
5925,True,9,2,8,8,0,,,"pirka a= ep a= ere kor okay =an ayne,"
5926,True,7,2,6,6,0,,,"a= unuhu ka onne wa isam korka,"
5927,True,10,2,9,9,0,,,"a= akihi turano ekimne ne yakka, nep a= ki yakka"
5928,True,6,2,5,5,0,,,a= akihi turano patek an nankor
5929,True,8,2,7,7,0,,,"asinuma ka tane poro =an pe ne kusu,"
5930,True,8,2,7,7,0,,,"pirka menoko a= etun w_a a= kor wa,"
5931,True,3,2,2,2,0,,,a= akihi ka
5932,True,8,2,7,7,0,,,"pirka menoko a= etun w_a a= kore wa,"
5933,True,15,2,14,14,0,,,"a= akihi turano, nep a= ki yakka, a= kar kor okay =an ruwe ne se"
5934,True,4,2,3,3,0,,,sakehe ci= kar V
5935,True,7,2,6,6,0,,,"kamuy opitta V c= etakkar na, V"
5936,True,8,2,7,7,0,,,"eyami okkayo ka V c= etakkar na, V"
5937,True,8,2,7,7,0,,,"paskur okkayo ka V c= etakkar na, V"
5938,True,5,2,4,4,0,,,"tutko rerko ne wa, V"
5939,True,9,2,8,8,0,,,"“sake p ... ka pirka” sekor hawas wa, V"
5940,True,5,2,4,4,0,,,"iku =an ki na, V"
5941,True,5,2,4,4,0,,,kamuy opitta V eukoyaykopuntek V
5942,True,5,2,4,4,0,,,"iku =an ki na, V"
5943,True,5,2,4,4,0,,,"iku kes an kor, V"
5944,True,3,2,2,2,0,,,eyami okkayo V
5945,True,5,2,4,4,0,,,tapkartapkar V esoyne soyne V
5946,True,4,2,3,3,0,,,"iruka an kor, V"
5947,True,7,2,6,6,0,,,"sinen ne hosipi wa ek na, V"
5948,True,6,2,5,5,0,,,sine nisew num V ekupa kane
5949,True,6,2,5,5,0,,,"V hosipi wa ek na, V"
5950,True,5,2,4,4,0,,,kamuy opitta V eminare V
5951,True,8,2,7,7,0,,,"ki akusu, V paskur okkayo V inkarinkar, V"
5952,True,2,2,1,1,0,,,cisoynaraye V
5953,True,6,2,5,5,0,,,"nani hosipi wa ek na, V"
5954,True,4,2,3,3,0,,,"inkar =an awa, V"
5955,True,7,2,6,6,0,,,"poro si taktak V ekupa kane, V"
5956,True,7,2,6,6,0,,,"ek ... hosipi wa ek na, V"
5957,True,7,2,6,6,0,,,"kamuy opitta V iruska ki wa, V"
5958,True,7,2,6,6,0,,,"paskur okkayo V a= ukokikkik na, V"
5959,True,5,2,4,4,0,,,"a= rayke wa isam, V"
5960,True,7,2,6,6,0,,,"esoyne a= osura wa an na, V"
5961,True,7,2,6,6,0,,,"kamuy opitta iruska wa, “te wano anak"
5962,True,9,2,8,8,0,,,ene an icakkere ikoysanpa anak somo an nankor_ na”
5963,True,6,2,5,5,0,,,sekor hawean kor ... haweoka kor
5964,True,5,2,4,4,0,,,hosippa ruwe ne na V
5965,True,9,2,8,8,0,,,mus a= ne wa an =an pe ne hike
5966,True,8,2,7,7,0,,,sineanpeta ... poro cise or_ ta an =an
5967,True,11,2,10,10,0,,,poro cise or_ ta sinen ne an pe an =an ruwe
5968,True,1,2,1,1,0,,,sineanpeta
5969,True,12,2,11,11,0,,,"cise, cise ka peka heman ... nep ka omanan pekor yaynu =an"
5970,True,7,2,6,6,0,,,w_a soyne =an w_a inkar =an akusu
5971,True,8,2,7,7,0,,,"topattumi kuni p poronno ek ... arki wa,"
5972,True,3,2,2,2,0,,,as wa okay
5973,True,11,2,10,10,0,,,nimaraha cise ka peka omanan kor an hi a= eramuan wa
5974,True,3,2,2,2,0,,,a= eramutuy kusu
5975,True,7,2,6,6,0,,,hoyupu =an wa Urayusnay un arpa =an
5976,True,5,2,4,4,0,,,a= easurani kusu arpa =an
5977,True,6,2,5,5,0,,,hoyupu =an w_a arpa =an w_a
5978,True,8,2,7,7,0,,,kotan kor kur oro ta arpa =an w_a
5979,True,2,2,1,1,0,,,"“tapne tapne,"
5980,True,6,2,5,5,0,,,topattumi kuni p utar poronno arki
5981,True,4,2,3,3,0,,,wa okay ruwe ne”
5982,True,6,2,5,5,0,,,humse kor as tek a korka
5983,True,3,2,2,2,0,,,a wa orowa
5984,True,4,2,3,3,0,,,yayutar oro pawetenke wa
5985,True,4,2,3,3,0,,,kotan epitta easurani wa
5986,True,4,2,3,3,0,,,kotan kor utar poronno
5987,True,4,2,3,3,0,,,nispa utar uwekarpa wa
5988,True,2,2,1,1,0,,,orowano tuminonnoitakpa
5989,True,2,2,1,1,0,,,tuminonnoitakpa ayne
5990,True,8,2,7,7,0,,,kotan pa wa poro kem tak hopuni wa
5991,True,5,2,4,4,0,,,kotan kes wa hacir na
5992,True,7,2,6,6,0,,,"“wen ruwe ne wa” sekor_ ne, suy"
5993,True,4,2,3,3,0,,,kamuy’oroitak kor okay akusu
5994,True,8,2,7,7,0,,,kotan kes wa poro kem tak hopuni wa
5995,True,5,2,4,4,0,,,kotan pa un hacir na
5996,True,6,2,5,5,0,,,“wen ruwe ne” sekor haweoka kor
5997,True,5,2,4,4,0,,,"inonnoitak a inonnoitak a ayne,"
5998,True,13,2,12,12,0,,,kotan noski wa poro kem tak hopuni wa kotan enka ta yaske wa
5999,True,6,2,5,5,0,,,"kotan pa un sine p hacir,"
6000,True,6,2,5,5,0,,,sine p kotan kes un hacir
6001,True,7,2,6,6,0,,,"akusu “tane pirka siri ne” sekor ne,"
6002,True,4,2,3,3,0,,,"orowano, tumihayokpa ki kor"
6003,True,6,2,5,5,0,,,"nispa utar tumihayokpa kor okay, wa"
6004,True,3,2,2,2,0,,,tumihayokpa wa orowa
6005,True,7,2,6,6,0,,,kunne tere wa okay akusu sirkunne akusu
6006,True,8,2,7,7,0,,,sonno poka topattumi kuni p utar poronno arkiarki
6007,True,8,2,7,7,0,,,"opitta a= tuye wa a= rayke wa isam,"
6008,True,4,2,3,3,0,,,sinep ka isam no
6009,True,8,2,7,7,0,,,"opitta a= rayke wa isam, akusu nispa utar"
6010,True,3,2,2,2,0,,,sakekar =an w_a
6011,True,9,2,8,8,0,,,mus kamuy a= nomi kus ne” sekor haweoka kor
6012,True,3,2,2,2,0,,,"sakekar kur sakekar,"
6013,True,3,2,2,2,0,,,inawke kur inawke
6014,True,4,2,3,3,0,,,"usa sito kar, hene"
6015,True,10,2,9,9,0,,,usa a= ep pirka a= ep poronno a= kar wa
6016,True,10,2,9,9,0,,,sake ka tutko rerko ne wa pirka sekor ne wa
6017,True,6,2,5,5,0,,,"orowa, “mus kamuy a= nomi” sekor"
6018,True,4,2,3,3,0,,,a= i= nomi wa
6019,True,13,2,12,12,0,,,"usa a= ep hene, inaw hene, sake hene poronno a= i= kore korka"
6020,True,10,2,9,9,0,,,yaykata a= kor wa hosipi ka a= eaykap pe ne
6021,True,5,2,4,4,0,,,kusu a= i= erura wa
6022,True,3,2,2,2,0,,,a= unihi ta
6023,True,18,2,17,17,0,,,"usa a= ep, usa inaw, sake hene, nep ne yakka poronno a= uni ta a= i= erura wa"
6024,True,4,2,3,3,0,,,"a= eyaykamuynere kor an,"
6025,True,5,2,4,4,0,,,mus a= ne ruwe ne
6026,True,8,2,7,7,0,,,a= hokuhu an w_a okay =an pe ne
6027,True,6,2,5,5,0,,,hike ukoposak pe a= ne wa
6028,True,8,2,7,7,0,,,mismu =an kor okay =an pe ne akusu
6029,True,8,2,7,7,0,,,"ehempak, ... hempak, okkayo hekaci a= kor wa"
6030,True,3,2,2,2,0,,,a= nukar wa
6031,True,11,2,10,10,0,,,a= hokuhu arke a= yasa apekor an hekaci a= kor wa
6032,True,5,2,4,4,0,,,a= hokuhu po anakne eyaykopuntek
6033,True,5,2,4,4,0,,,wa pokor =an akusu orowano
6034,True,5,2,4,4,0,,,ekimne ka somo ki no
6035,True,6,2,5,5,0,,,cise or_ ta patek an w_a
6036,True,5,2,4,4,0,,,hekaci nanuhu patek nukar kor
6037,True,6,2,5,5,0,,,"kestoankor an w_a ayn ... ayne,"
6038,True,8,2,7,7,0,,,re pa ka ekimne ka somo ki no
6039,False,11,2,10,8,2,ja,KONDO DANNASANNO || DANNASANNO IUKOTODE,"poho epunkine wa an ruwe ne wa, akusu KONDO DANNASANNO IUKOTODE"
6040,True,8,2,7,7,0,,,"haa, a= macihi pokor wa a= nukar akusu"
6041,True,15,2,14,14,0,,,aa ... “a= arkehe a= yasa apekor an hekaci ne” sekor aynu opitta haweokay koraci
6042,True,8,2,7,7,0,,,i= neno an hekaci ne noyne an w_a
6043,True,7,2,6,6,0,,,a= eyaykopuntek wa a= ukoterkere kor an
6044,True,15,2,14,14,0,,,ayne re pa ka ekimne =an ka somo ki no an =an anan wa kusu
6045,True,12,2,11,11,0,,,ekimne =an sekor ... ekimne =an w_a inkar =an sekor yaynu =an
6046,True,5,2,4,4,0,,,w_a ekimne arpa =an w_a
6047,True,3,2,2,2,0,,,sanke kuca ka
6048,True,8,2,7,7,0,,,kimun kuca ka a= kor pe ne kusu
6049,True,7,2,6,6,0,,,"kimun kuca or_ ta arpa =an w_a,"
6050,True,7,2,6,6,0,,,sanke kuca or_ ta arpa =an w_a
6051,True,6,2,5,5,0,,,rewsi =an w_a yayeynonnoitak =an w_a
6052,True,7,2,6,6,0,,,inaw a= roski wa suke =an w_a
6053,True,6,2,5,5,0,,,ipe =an w_a hotke =an w_a
6054,True,7,2,6,6,0,,,kuneywa hopuni =an w_a inkar =an akusu
6055,True,5,2,4,4,0,,,a= roski a inaw opitta
6056,True,3,2,2,2,0,,,kuca o ... 
6057,True,6,2,5,5,0,,,"i= hekota, hacir wa okay korka"
6058,True,9,2,8,8,0,,,"neun a= ramu ka somo ki no a= nukar,"
6059,True,8,2,7,7,0,,,orowa kimun kuca or_ ta suy arpa =an
6060,True,4,2,3,3,0,,,w_a rewsi =an w_a
6061,True,4,2,3,3,0,,,suy yayeynonnoitak =an wa
6062,True,6,2,5,5,0,,,suke =an w_a ipe =an w_a
6063,True,6,2,5,5,0,,,hotke =an w_a kuneywa hopuni =an
6064,True,4,2,3,3,0,,,w_a inkar =an akusu
6065,True,7,2,6,6,0,,,"a= roski inaw opitta horak wa an,"
6066,True,8,2,7,7,0,,,korka te pakno ek =an ruwe ne kusu
6067,True,11,2,10,10,0,,,neun ka apkas =an w_a inkar =an sekor yaynu =an w_a
6068,True,10,2,9,9,0,,,kuca soy ta pon nay pirka pon nay ka an
6069,True,6,2,5,5,0,,,w_a nay turasi arpa =an akusu
6070,True,3,2,2,2,0,,,"nupuri poronno an,"
6071,True,8,2,7,7,0,,,ne nupuri a= nukar kor an =an akusu
6072,True,14,2,13,13,0,,,nupuri kes ta ponpon nupuri onnay ta nep ka an w_a a= nukar akusu
6073,True,4,2,3,3,0,,,arke ciporpe a= ota
6074,True,10,2,9,9,0,,,arke cikuy pas a= kuste apekor an pe an w_a
6075,True,12,2,11,11,0,,,"i= nukar akusu mina tek pekor iki siri a= nukar wa, kusu"
6076,True,6,2,5,5,0,,,nani hosipi =an ak ... korka
6077,True,5,2,4,4,0,,,i= kes anpa wa ek
6078,True,5,2,4,4,0,,,wa i= yos i= haypahaypa
6079,True,5,2,4,4,0,,,"a= sapaha haypahaypa kor ek,"
6080,True,6,2,5,5,0,,,wa kusu tasiro a= etaye wa
6081,True,7,2,6,6,0,,,a= tuye kor hoyupu =an ke? ka
6082,True,8,2,7,7,0,,,"i= risparispa kor i= yokake, i= yokake ..."
6083,True,9,2,8,8,0,,,kese anpa wa ... i= kes anpa wa ek
6084,True,5,2,4,4,0,,,neun poka iki =an w_a
6085,True,9,2,8,8,0,,,"kuca soy pakno arpa =an sekor yaynu =an w_a,"
6086,True,8,2,7,7,0,,,a= tawki ranya ... a= tawki ranke kor
6087,True,7,2,6,6,0,,,kuca soy pak arki =an a korka
6088,True,7,2,6,6,0,,,"neun iki =an y_a ka a= eramuskari,"
6089,True,4,2,3,3,0,,,"orowa oyak ta terke,"
6090,True,8,2,7,7,0,,,a= hokuhu an w_a okay =an pe ne
6091,True,6,2,5,5,0,,,akusu hentomani ta pokor =an akusu
6092,True,10,2,9,9,0,,,a= hokuhu a= yasa apekor an hekaci a= kor wa
6093,True,2,2,1,1,0,,,eyaykopuntek wa
6094,True,5,2,4,4,0,,,a= kor hekaci epunkine wa
6095,True,5,2,4,4,0,,,ekimne ka somo ki no
6096,True,6,2,5,5,0,,,re pa ka an w_a orowa
6097,True,9,2,8,8,0,,,“ekimne wa inkar sek ... inkar =an kusu ne”
6098,True,3,2,2,2,0,,,sekor hawean kor
6099,True,6,2,5,5,0,,,"soyne akusu, ek siri ka isam"
6100,True,9,2,8,8,0,,,w_a orowa sepa ... seta patek hosipi wa ek
6101,True,8,2,7,7,0,,,wa seta hemuymuye wa an ruwe a= nukar
6102,True,11,2,10,10,0,,,akusu pirka ... “nep pirka pi an ruwe ka somo ne”
6103,True,4,2,3,3,0,,,sekor yaynu =an kusu
6104,True,8,2,7,7,0,,,kotan kor kur oro ta arpa =an w_a
6105,True,4,2,3,3,0,,,“tapne tapne ne wa
6106,True,6,2,5,5,0,,,a= hokuhu ekimne kusu arpa a
6107,True,5,2,4,4,0,,,korka hosipi ka isam no
6108,True,6,2,5,5,0,,,seta patek hosipi wa ek wa
6109,True,7,2,6,6,0,,,"hemuymuye wa an ruwe a= nukar_ ruwe,"
6110,True,3,2,2,2,0,,,a= nukar kor
6111,True,8,2,7,7,0,,,‘nep pirka pi an ruwe ka somo ne’
6112,True,4,2,3,3,0,,,sekor yaynu =an w_a
6113,True,7,2,6,6,0,,,ekimne arpa =an w_a inkar =an rusuy”
6114,True,8,2,7,7,0,,,sekor kotan kor kur oro ta itak =an
6115,True,6,2,5,5,0,,,akusu “pirka hawe ne” sekor hawean
6116,True,7,2,6,6,0,,,w_a su ... sito ka a= kar
6117,True,11,2,10,10,0,,,usa a= ep poronno pirka a= ep a= kar wa orowa
6118,True,5,2,4,4,0,,,nispautar katkemat'utar i= tura wa
6119,True,4,2,3,3,0,,,ekimne paye =an w_a
6120,True,3,2,2,2,0,,,inkar =an akusu
6121,True,4,2,3,3,0,,,sonno poka a= hokuhu
6122,True,6,2,5,5,0,,,kamuyasi oro wa kese anpa wa
6123,True,5,2,4,4,0,,,kamiyasi ka ray wa an
6124,True,7,2,6,6,0,,,"a= hokuhu ka ray wa an w_a,"
6125,True,6,2,5,5,0,,,"sonno a= hokuhu a= kemnu wa,"
6126,True,6,2,5,5,0,,,ne kamuyasi anakne a= tuypatuypa wa
6127,True,4,2,3,3,0,,,wa a= kopasirota kor
6128,True,4,2,3,3,0,,,a= kopuni ruwe ne
6129,True,4,2,3,3,0,,,wa hosipi =an korka
6130,True,7,2,6,6,0,,,neun ne yakka a= hokuhu a= kemnu
6131,True,8,2,7,7,0,,,wa ene a= ye hi ka isam no
6132,True,9,2,8,8,0,,,"cis =an, cis =an kor patek an =an ayne,"
6133,True,3,2,2,2,0,,,a= wenekot wa
6134,True,6,2,5,5,0,,,ray =an w_a isam ruwe ne
6135,True,4,2,3,3,0,,,"sekor, sine menoko itak"
6136,True,4,2,3,3,0,,,a= ekasi an w_a
6137,True,6,2,5,5,0,,,a= ekasihi turano an =an w_a
6138,True,7,2,6,6,0,,,a= ekasihi suke wa i= ipere kor
6139,True,6,2,5,5,0,,,orowa easir yaykata ka ipe wa
6140,True,3,2,2,2,0,,,kuneywa soyne kor
6141,True,5,2,4,4,0,,,"onuman easir hosipi wa ek,"
6142,True,7,2,6,6,0,,,hosipi wa ek kor suy suke wa
6143,True,7,2,6,6,0,,,a= ekasihi suke wa ipe =an kor
6144,True,6,2,5,5,0,,,a= ekasihi upsor a= oahun w_a
6145,True,8,2,7,7,0,,,hotke =an kor okay =an pe ne akusu
6146,True,8,2,7,7,0,,,"sineanpeta a= ekasihi hopuni ka somo ki no,"
6147,True,5,2,4,4,0,,,ney pakno hotke wa an
6148,True,6,2,5,5,0,,,a= ekasihi makanak ki ruwe an
6149,True,7,2,6,6,0,,,sekor yaynu =an kor an =an akusu
6150,True,5,2,4,4,0,,,"hopuni wa as, apkas kor"
6151,True,7,2,6,6,0,,,"sirak ... sirappa mawehe ene an h_i,"
6152,True,5,2,4,4,0,,,"“taan hekaci, itak =an ciki"
6153,True,6,2,5,5,0,,,"pirkano e= nu kus ne na,"
6154,True,7,2,6,6,0,,,"asinuma anakne ekasi ka somo a= ne,"
6155,True,10,2,9,9,0,,,"kapatcir sekor a= ye, cikap kamuy a= ne ruwe ne"
6156,True,9,2,8,8,0,,,"kusu, ke ... ruwe ne korka paykar an kor"
6157,True,5,2,4,4,0,,,pis ta sap =an w_a
6158,True,5,2,4,4,0,,,sinot =an pe ne kusu
6159,True,7,2,6,6,0,,,suy arki =an w_a sinot =an w_a
6160,True,6,2,5,5,0,,,hosipi =an sekor yaynu =an w_a
6161,True,6,2,5,5,0,,,hosipi =an w_a ek =an akusu
6162,True,5,2,4,4,0,,,ponpe cis hawe as wa
6163,True,4,2,3,3,0,,,“hunak un ne ya”
6164,True,4,2,3,3,0,,,sekor yaynu =an w_a
6165,True,5,2,4,4,0,,,pirka pirka inkar =an akusu
6166,True,9,2,8,8,0,,,"e= cis kor cise ekopas, cisetumam ekopas-ekopas e= ki"
6167,True,6,2,5,5,0,,,kor an w_a a= nukar akusu
6168,True,6,2,5,5,0,,,"ran =an w_a inkar =an akusu,"
6169,True,8,2,7,7,0,,,naa e= apkas ka eaykap ponpe e= ne
6170,True,7,2,6,6,0,,,wa cis kor e= an wa kusu
6171,True,5,2,4,4,0,,,pirka pirka inkar =an korka
6172,True,11,2,10,10,0,,,"oar neun ka an ruwe ka isam pe, ne wa kusu,"
6173,True,10,2,9,9,0,,,"korka a= e= tura wa hosipi ka… a= e= eram,"
6174,True,12,2,11,11,0,,,a= e= hoppa wa a= e= hosipi ka a= eaykap wa kusu
6175,True,10,2,9,9,0,,,"hekaci ne ... ekasi ne an =a, yaykar =an w_a"
6176,True,12,2,11,11,0,,,"tapan, tapan to pakno, ae ... a= e= epunkine ruwe ne korka"
6177,True,8,2,7,7,0,,,tane onne ka an sinki ka an w_a
6178,True,9,2,8,8,0,,,"hosipi =an rusuy kusu, hosipi =an kusu ne na,"
6179,True,7,2,6,6,0,,,ear ... ear_ pakno an pe anak
6180,True,9,2,8,8,0,,,e= yaykata e= suke wa e= ek easkay no
6181,True,8,2,7,7,0,,,"yaitupareno suke wa e= ipe kusu ne na,"
6182,True,7,2,6,6,0,,,"korka, eani anakne e= saha ka an"
6183,True,5,2,4,4,0,,,e= yupihi ka an w_a
6184,True,5,2,4,4,0,,,"e= yupihi, e= saha anakne"
6185,True,10,2,9,9,0,,,"Sinutapka sekor a= ye usi ta, okay utar ne wa,"
6186,True,15,2,14,14,0,,,"e= yupi anakne Ponyaunpe sekor, a= ye aynu kamuy ne wa, an ruwe ne, korka,"
6187,True,11,2,10,10,0,,,"tanpe neno kotan arus ... a= arustekka hi an, ta anakne"
6188,True,5,2,4,4,0,,,uhotanukar ka nisap eaykap kusu
6189,True,8,2,7,7,0,,,arka somo ki no okay ruwe ne korka
6190,True,10,2,9,9,0,,,"uymam kusu arpa a, arpa a, paye wa okay no,"
6191,True,6,2,5,5,0,,,“nisatta hosipi wa ... hosippa kor
6192,True,3,2,2,2,0,,,sirkus wa inkar”
6193,True,5,2,4,4,0,,,sekor yaynu kor okay no
6194,True,6,2,5,5,0,,,"“e= yupihiutar nisatta arki nankor na,"
6195,True,11,2,10,10,0,,,"e= suke wa e= ipe wa, pis ta e= san wa,"
6196,True,8,2,7,7,0,,,"e= sinot kor e= an yak pirka na,”"
6197,True,5,2,4,4,0,,,"ae ... a= i= e,"
6198,True,2,2,1,1,0,,,"“hokure itak,"
6199,True,8,2,7,7,0,,,hunak wa ek hekaci e= ne ruwe an”
6200,True,7,2,6,6,0,,,"sekor ae ... a= e= hawekoyki nankor,"
6201,True,11,2,10,10,0,,,"korka iteki ... “e= sitoma p, siri kuni anak isam na,"
6202,True,16,2,15,15,0,,,“a= ekasi tapne tapne itak wa i= hoppa ruwe ne” sekor e= itak kusu ne na”
6203,True,3,2,2,2,0,,,sekor hawean kor
6204,True,5,2,4,4,0,,,puyar corpok ta arpa wa
6205,True,3,2,2,2,0,,,yaytuytuye pekor iki
6206,True,6,2,5,5,0,,,akusu poro cikap ne an w_a
6207,True,3,2,2,2,0,,,"puyar kari soyne,"
6208,True,11,2,10,10,0,,,"esoyne inawcipa or un terke wa soyne siri? a= nukar akusu,"
6209,True,6,2,5,5,0,,,hoyupu =an w_a soyne =an w_a
6210,True,9,2,8,8,0,,,inawcipa or_ ta arpa =an w_a inkar =an akusu
6211,True,8,2,7,7,0,,,a= ekasihi tane rikin kor an w_a kusu
6212,True,3,2,2,2,0,,,cis =an kor
6213,True,7,2,6,6,0,,,"“a= ekasihi a= ekasihi” sekor, a= hotuyekar"
6214,True,4,2,3,3,0,,,"akusu, a= ekasihi ka"
6215,True,8,2,7,7,0,,,"ranke nupe sak apto sir ne ranke kor,"
6216,True,9,2,8,8,0,,,"a= ekasihi rikin w_a arpa wa isam w_a, kusu,"
6217,True,9,2,8,8,0,,,"hosipi =an w_a suke =an w_a ipe =an wa,"
6218,True,8,2,7,7,0,,,"suy, onuman ka suke =an w_a ipe =an,"
6219,True,4,2,3,3,0,,,"wa, hotke =an korka"
6220,True,10,2,9,9,0,,,kuneywa suy hopuni =an w_a suke =an w_a ipe =an
6221,True,7,2,6,6,0,,,"w_a orowa pis ta san =an w_a,"
6222,True,6,2,5,5,0,,,yayturasinot =an kor an =an akusu
6223,True,4,2,3,3,0,,,"episne inkar =an akusu,"
6224,True,9,2,8,8,0,,,"uetunus utar tun arki kor okay siri a= nukar,"
6225,True,8,2,7,7,0,,,"kor, ne korka sinot =an kor an =an"
6226,True,14,2,13,13,0,,,"akusu, cip, i= hekotano i= tomunno arki utar ne noyne a= nukar kor ne"
6227,True,7,2,6,6,0,,,korka sinot =an kor an =an akusu
6228,True,5,2,4,4,0,,,sonno ka cip ek wa
6229,True,7,2,6,6,0,,,cip a= eyaotke akusu okkayo ne kur
6230,True,3,2,2,2,0,,,turi kor wa
6231,True,7,2,6,6,0,,,terke wa i= sam ta ek wa
6232,True,8,2,7,7,0,,,"“hunak wa ek hekaci e= ne ruwe an,"
6233,True,2,2,1,1,0,,,"hokure itak,"
6234,True,7,2,6,6,0,,,"itak moyre kur, itak, etokoho tuye rametok,"
6235,True,10,2,9,9,0,,,"itak tunas kur, itak okakehe tuye rametok a= ne na”"
6236,True,9,2,8,8,0,,,"sekor hawean kor ae ... aesisem ... itak korka,"
6237,True,8,2,7,7,0,,,“ae ... a= ekasihi tapne tapne itak kor
6238,True,6,2,5,5,0,,,a ... i= hoppa ruwe ne”
6239,True,4,2,3,3,0,,,"sekor itak =an akusu,"
6240,True,3,2,2,2,0,,,“a= akihi ne”
6241,True,3,2,2,2,0,,,sekor haweoka kor
6242,True,5,2,4,4,0,,,i= ka ta cispa wa
6243,True,4,2,3,3,0,,,orowa “hemakaraye =an w_a
6244,True,7,2,6,6,0,,,icarpa =an w_a hosippa =an kus ne”
6245,True,3,2,2,2,0,,,sekor haweoka kor
6246,True,8,2,7,7,0,,,"sake, ka a= ep ka poronno kor wa"
6247,True,8,2,7,7,0,,,"yap w_a, a= uni ta paye =an w_a,"
6248,True,4,2,3,3,0,,,a= saha ne kur
6249,True,4,2,3,3,0,,,cise onnay uwomare wa
6250,True,3,2,2,2,0,,,munnuwe wa orowa
6251,True,6,2,5,5,0,,,usa okay pe poronno suwe wa
6252,True,3,2,2,2,0,,,ne icarpa ki-pa
6253,True,3,2,2,2,0,,,"akusu orowa suy,"
6254,True,5,2,4,4,0,,,“kotan epitta icarpa =an w_a
6255,True,7,2,6,6,0,,,"hosippa =an kus ne sekor ne, wa,"
6256,True,5,2,4,4,0,,,paye kus ... wa kusu
6257,True,6,2,5,5,0,,,itura =an w_a inkar =an akusu
6258,True,6,2,5,5,0,,,"inne kotan ne anan pe ne,"
6259,True,9,2,8,8,0,,,"sine cise poka supuya at ruwe ka isam no,"
6260,True,3,2,2,2,0,,,sir an w_a
6261,True,9,2,8,8,0,,,iyokunure =an kor a= nukar kor an =an akusu
6262,True,5,2,4,4,0,,,kotan epitta icarpa kor omanan
6263,True,7,2,6,6,0,,,"a= yupi a= saha ki kor, ayne,"
6264,True,7,2,6,6,0,,,"“tane pirka siri ne” sekor haweoka kor,"
6265,True,10,2,9,9,0,,,suy a= uni ta hosippa =an w_a arki =an akusu
6266,True,13,2,12,12,0,,,“a= yupihi ... a= akihi ka a= tura wa paye =an kus ne”
6267,True,6,2,5,5,0,,,"sekor hawean w_a, kusu a= ekasihi"
6268,True,7,2,6,6,0,,,usa kam hene cep hene poronno uwekarpare
6269,True,6,2,5,5,0,,,wa i= hoppa ruwe ne korka
6270,True,4,2,3,3,0,,,opitta a= kor wa
6271,True,7,2,6,6,0,,,a= yupihiutar a= tura wa paye =an
6272,True,8,2,7,7,0,,,"wa kusu, arkinne a= yupihi i= yomap w_a"
6273,True,3,2,2,2,0,,,i= nukar kor
6274,True,4,2,3,3,0,,,"i= henkotpa, i= henkotpa"
6275,True,3,2,2,2,0,,,kane iki kor
6276,True,5,2,4,4,0,,,"i= yomap pe ne kusu,"
6277,True,6,2,5,5,0,,,a= yupihi arpa akusu arpa akusu
6278,True,11,2,10,10,0,,,a= tura wa kesto omanan =an kor an ... an =an
6279,True,11,2,10,10,0,,,"w_a ayne, poro, poro hekaci ne an pe a= ne kusu"
6280,True,4,2,3,3,0,,,"nepki hene i= yepakasnu,"
6281,True,9,2,8,8,0,,,a= kar pe hene i= yepakasnu kor okay =an
6282,True,6,2,5,5,0,,,"ayne, ekimne ka i= yepakasnu kor,"
6283,True,9,2,8,8,0,,,akusu ekimne ka i= tura wa paye =an w_a
6284,True,6,2,5,5,0,,,ekimne ka i= yepakasnu ruwe ne
6285,True,13,2,12,12,0,,,"wa, “tane okkay...po sirpo a= ye ... a= uosmare wa an =an akusu”"
6286,True,5,2,4,4,0,,,a= yupihi ene hawean h_i
6287,True,11,2,10,10,0,,,"“a= akihi, eani anakne e= kor kotan un e= hosipi wa"
6288,True,8,2,7,7,0,,,a= unuhu okake e= supuyaatte kus ne na”
6289,True,1,2,1,1,0,,,"sekor,"
6290,True,6,2,5,5,0,,,“kotan kor kur a= ekoramkor wa
6291,True,15,2,14,14,0,,,"okkaypo ponno ay ... a= i= turare kuni a= ye kus ne na” sekor hawean,"
6292,True,6,2,5,5,0,,,akusu kotan kor kur a= ekoramkor
6293,True,5,2,4,4,0,,,akusu “pirka hawe ne wa”
6294,True,5,2,4,4,0,,,"sekor, hawean pe ne kusu"
6295,True,6,2,5,5,0,,,a= yupihi nani cisehe kar wa
6296,True,9,2,8,8,0,,,"a= cisehe ka pirka cise kar wa i= kore,"
6297,True,7,2,6,6,0,,,a= tura wa paye =an nu ...
6298,True,6,2,5,5,0,,,"okkaypoutar cisehe ka kar wa orowa,"
6299,True,6,2,5,5,0,,,"pirka pon menoko sinep etun w_a,"
